target_id	length	eff_length	est_counts	tpm
PHYBL_100201T0	759	491.275	442	12.7911
PHYBL_100217T0	519	297.202	0	0
PHYBL_100229T0	879	639.143	228	5.07162
PHYBL_100240T0	900	667.724	509	10.8375
PHYBL_100304T0	996	767.313	125	2.31605
PHYBL_100335T0	984	740.889	467	8.96136
PHYBL_100373T0	507	285.284	0	0
PHYBL_100399T0	753	522.083	27	0.735249
PHYBL_100400T0	825	572.963	74	1.83618
PHYBL_100404T0	897	696.23	1438	29.3641
PHYBL_100411T0	858	584.308	167	4.06335
PHYBL_100427T0	819	565.258	100	2.51515
PHYBL_100442T0	819	558.157	78	1.98677
PHYBL_100445T0	903	627.441	21	0.475835
PHYBL_100497T0	876	636.671	1023	22.8439
PHYBL_100505T0	738	507.256	401	11.239
PHYBL_100540T0	786	544.694	2841	74.153
PHYBL_100577T0	471	232.5	428	26.1716
PHYBL_100582T0	792	512.351	1177	32.6602
PHYBL_100611T0	588	350.716	782	31.7001
PHYBL_100613T0	789	496.348	36	1.03116
PHYBL_100614T0	651	412.112	920	31.7382
PHYBL_100632T0	864	586.539	284	6.88385
PHYBL_100643T0	576	330.54	121	5.2044
PHYBL_100646T0	807	559.771	431	10.9465
PHYBL_100661T0	762	496.83	381	10.9025
PHYBL_100673T0	549	327.14	0	0
PHYBL_100690T0	831	578.845	796	19.5506
PHYBL_100694T0	543	308.217	229	10.563
PHYBL_100719T0	714	469.342	410	12.4195
PHYBL_100772T0	639	411.808	158	5.45472
PHYBL_100837T0	732	508.776	407	11.3731
PHYBL_100857T0	741	492.988	4.30933e-06	1.24275e-07
PHYBL_100869T0	840	573.857	942	23.3377
PHYBL_100871T0	615	402.257	913	32.2684
PHYBL_100880T0	573	355.859	3882	155.091
PHYBL_100882T0	792	566.987	261	6.54451
PHYBL_100883T0	792	570.801	2689	66.9755
PHYBL_100890T0	639	420.809	395	13.3451
PHYBL_100895T0	639	392.042	437	15.8474
PHYBL_100923T0	531	296.361	157	7.53162
PHYBL_100991T0	756	476.77	89	2.65394
PHYBL_101010T0	564	307.224	96	4.44249
PHYBL_101025T0	756	495.667	135	3.87217
PHYBL_101035T0	654	393.686	206	7.43922
PHYBL_101037T0	720	482.01	770	22.7114
PHYBL_101073T0	795	546.556	110	2.86133
PHYBL_101082T0	528	278.672	419	21.3762
PHYBL_101092T0	576	325.402	1068	46.6617
PHYBL_101127T0	573	351.118	0	0
PHYBL_101129T0	468	233.811	180	10.9451
PHYBL_101143T0	216	61.962	0	0
PHYBL_101207T0	570	321.497	1157	51.1643
PHYBL_101235T0	570	314.719	384	17.3468
PHYBL_101239T0	669	430.776	479	15.8086
PHYBL_101252T0	642	394.402	253	9.11993
PHYBL_101260T0	714	470.986	281	8.48219
PHYBL_101264T0	156	32.8586	0	0
PHYBL_101272T0	588	349.622	184	7.4822
PHYBL_101274T0	720	459.664	4	0.123717
PHYBL_101283T0	720	462.071	10.6489	0.327648
PHYBL_101322T0	606	384.069	0	0
PHYBL_101372T0	591	346.842	647	26.5205
PHYBL_101383T0	594	357.186	154	6.12966
PHYBL_101399T0	588	350.42	184	7.46515
PHYBL_101433T0	663	415.415	912	31.2121
PHYBL_101503T0	696	444.523	411	13.1449
PHYBL_101513T0	642	389.934	2261	82.4365
PHYBL_101552T0	675	462.439	1465	45.0395
PHYBL_101640T0	648	404.936	771	27.0693
PHYBL_101648T0	390	171.973	43	3.55483
PHYBL_101790T0	648	468.819	527	15.9814
PHYBL_101810T0	603	353.595	915	36.7896
PHYBL_10188T0	3057	2835.96	830	4.1609
PHYBL_101903T0	549	307.918	89	4.10927
PHYBL_101906T0	477	226.746	435	27.2747
PHYBL_102003T0	504	282.317	0	0
PHYBL_102004T0	507	285.284	0	0
PHYBL_102018T0	492	245.387	6.7008	0.388227
PHYBL_102019T0	537	285.669	69	3.43397
PHYBL_102021T0	492	245.387	6.7008	0.388227
PHYBL_102024T0	537	294.593	19.4724	0.939736
PHYBL_102026T0	537	315.156	0	0
PHYBL_102041T0	519	272.919	19.4256	1.01193
PHYBL_102049T0	531	309.167	0	0
PHYBL_102050T0	600	362.843	290	11.3629
PHYBL_102063T0	573	332.577	407	17.3985
PHYBL_102084T0	543	321.14	0	0
PHYBL_102089T0	540	323.571	25.2823	1.11085
PHYBL_102100T0	540	285.828	4	0.19896
PHYBL_102101T0	528	306.182	0	0
PHYBL_102109T0	540	318.156	0	0
PHYBL_102112T0	540	318.156	0	0
PHYBL_102113T0	540	318.156	0	0
PHYBL_102124T0	516	287.229	20	0.989945
PHYBL_102129T0	540	329.861	13.0067	0.56059
PHYBL_102132T0	540	318.156	0	0
PHYBL_102135T0	540	318.156	0	0
PHYBL_102136T0	540	318.156	0	0
PHYBL_102152T0	540	312.2	0	0
PHYBL_102153T0	324	117.507	0	0
PHYBL_102157T0	540	318.156	0	0
PHYBL_102160T0	540	333.252	74	3.15696
PHYBL_102164T0	540	318.156	0	0
PHYBL_102175T0	540	318.156	0	0
