target_id	length	eff_length	est_counts	tpm
PHYBL_100201T0	759	479.879	1032	29.0699
PHYBL_100217T0	519	272.569	0	0
PHYBL_100229T0	879	621.366	1029	22.3853
PHYBL_100240T0	900	657.968	369	7.58083
PHYBL_100304T0	996	754.265	52	0.93191
PHYBL_100335T0	984	722.654	1319	24.6723
PHYBL_100373T0	507	260.63	0	0
PHYBL_100399T0	753	508.638	79	2.09949
PHYBL_100400T0	825	550.212	9	0.22111
PHYBL_100404T0	897	687.366	1125	22.1238
PHYBL_100411T0	858	572.396	201	4.74673
PHYBL_100427T0	819	533.665	58	1.46911
PHYBL_100442T0	819	541.467	2051	51.2022
PHYBL_100445T0	903	610.163	134	2.96862
PHYBL_100497T0	876	621.868	1189	25.8451
PHYBL_100505T0	738	488.696	634	17.5366
PHYBL_100540T0	786	530.093	2235	56.9928
PHYBL_100577T0	471	224.923	435	26.1427
PHYBL_100582T0	792	498.805	1170	31.7066
PHYBL_100611T0	588	332.596	1037	42.146
PHYBL_100613T0	789	478.723	38	1.07299
PHYBL_100614T0	651	393.948	1969	67.5619
PHYBL_100632T0	864	565.035	108	2.58371
PHYBL_100643T0	576	311.013	190	8.2579
PHYBL_100646T0	807	547.93	456	11.2495
PHYBL_100661T0	762	479.014	1501	42.3572
PHYBL_100673T0	549	302.5	0	0
PHYBL_100690T0	831	562.92	993	23.845
PHYBL_100694T0	543	284.084	218	10.373
PHYBL_100719T0	714	451.036	515	15.4344
PHYBL_100772T0	639	394.82	167	5.71758
PHYBL_100837T0	732	491.687	477	13.1137
PHYBL_100857T0	741	477.429	0	0
PHYBL_100869T0	840	546.706	1001	24.75
PHYBL_100871T0	615	380.469	627	22.2763
PHYBL_100880T0	573	335.83	2687	108.154
PHYBL_100882T0	792	551.85	579	14.1825
PHYBL_100883T0	792	558.915	1535	37.1243
PHYBL_100890T0	639	396.079	477	16.2792
PHYBL_100895T0	639	369.507	385	14.0842
PHYBL_100923T0	531	275.063	415	20.3944
PHYBL_100991T0	756	454.824	11	0.326922
PHYBL_101010T0	564	289.75	172	8.02416
PHYBL_101025T0	756	473.411	233	6.65293
PHYBL_101035T0	654	373.509	297	10.7486
PHYBL_101037T0	720	462.216	874	25.5601
PHYBL_101073T0	795	528.099	307	7.85812
PHYBL_101082T0	528	258.189	852	44.6063
PHYBL_101092T0	576	299.287	2141	96.6995
PHYBL_101127T0	573	326.487	0	0
PHYBL_101129T0	468	221.955	49	2.98419
PHYBL_101143T0	216	42.7563	0	0
PHYBL_101207T0	570	302.927	3236	144.399
PHYBL_101235T0	570	290.506	663	30.8498
PHYBL_101239T0	669	413.672	561	18.3317
PHYBL_101252T0	642	374.848	270	9.73652
PHYBL_101260T0	714	450.085	413	12.4037
PHYBL_101264T0	156	37.3552	0	0
PHYBL_101272T0	588	335.155	101	4.07353
PHYBL_101274T0	720	440.503	5.09192	0.156253
PHYBL_101283T0	720	444.095	11.3849	0.346537
PHYBL_101322T0	606	359.442	0	0
PHYBL_101372T0	591	329.444	1829	75.046
PHYBL_101383T0	594	333.028	180	7.30611
PHYBL_101399T0	588	330.401	126	5.15494
PHYBL_101433T0	663	393.565	1543	52.9962
PHYBL_101503T0	696	422.892	216	6.9043
PHYBL_101513T0	642	368.543	207	7.59237
PHYBL_101552T0	675	445.223	2233	67.7964
PHYBL_101640T0	648	381.293	1307	46.3353
PHYBL_101648T0	390	147.476	179	16.4069
PHYBL_101790T0	648	460.788	718	21.0629
PHYBL_101810T0	603	332.163	1678	68.2867
PHYBL_10188T0	3057	2864.83	304	1.4344
PHYBL_101903T0	549	285.01	7	0.331996
PHYBL_101906T0	477	230.874	657	38.4667
PHYBL_102003T0	504	257.645	0	0
PHYBL_102004T0	507	260.63	0	0
PHYBL_102018T0	492	245.71	3.5	0.192548
PHYBL_102019T0	537	259.793	66	3.43409
PHYBL_102021T0	492	245.71	3.5	0.192548
PHYBL_102024T0	537	270.566	14.4015	0.719498
PHYBL_102026T0	537	269.4	93.3744	4.68516
PHYBL_102041T0	519	272.569	0	0
PHYBL_102049T0	531	284.534	0	0
PHYBL_102050T0	600	342.083	418	16.5173
PHYBL_102063T0	573	310.432	1116	48.5951
PHYBL_102084T0	543	296.513	0	0
PHYBL_102089T0	540	301.053	9.85369	0.442437
PHYBL_102100T0	540	259.751	0.998251	0.051949
PHYBL_102101T0	528	281.542	0	0
PHYBL_102109T0	540	293.517	0	0
PHYBL_102112T0	540	293.517	0	0
PHYBL_102113T0	540	293.517	0	0
PHYBL_102124T0	516	270.096	20	1.00094
PHYBL_102129T0	540	307.839	4	0.175643
PHYBL_102132T0	540	293.517	0	0
PHYBL_102135T0	540	262.525	0.00174864	9.00377e-05
PHYBL_102136T0	540	293.517	0	0
PHYBL_102152T0	540	293.517	0	0
PHYBL_102153T0	324	92.7613	0	0
PHYBL_102157T0	540	293.517	0	0
PHYBL_102160T0	540	310.587	55	2.39372
PHYBL_102164T0	540	293.517	0	0
PHYBL_102175T0	540	293.517	0	0
PHYBL_102179T0	540	293.517	0	0
PHYBL_102181T0	540	293.517	0	0
PHYBL_102185T0	501	254.671	0	0
PHYBL_102198T0	534	287.525	0	0
PHYBL_102202T0	531	284.534	0	0
PHYBL_102204T0	534	287.525	0	0
PHYBL_102215T0	498	251.682	0	0
PHYBL_102220T0	531	277.356	3.18406	0.155181
PHYBL_102221T0	531	275.211	8.44469	0.414776
PHYBL_102222T0	531	284.534	0	0
PHYBL_102225T0	531	293.246	85.1365	3.92446
PHYBL_102227T0	531	284.534	0	0
PHYBL_102236T0	531	292.225	14.8715	0.687913
PHYBL_102238T0	531	277.351	8.89549	0.433545
PHYBL_102239T0	531	284.534	0	0
PHYBL_102250T0	531	284.534	0	0
PHYBL_102252T0	531	270.532	2.01526	0.100695
PHYBL_102253T0	531	284.534	0	0
PHYBL_102255T0	531	284.534	0	0
PHYBL_102272T0	531	284.534	0	0
PHYBL_102296T0	531	284.534	0	0
PHYBL_102304T0	531	284.534	0	0
PHYBL_102309T0	528	281.542	0	0
PHYBL_102310T0	528	281.542	0	0
PHYBL_102311T0	528	277.994	132	6.4185
PHYBL_102312T0	528	276.911	15	0.732227
PHYBL_102313T0	513	266.604	0	0
PHYBL_102316T0	531	284.534	0	0
PHYBL_102318T0	528	281.542	0	0
PHYBL_102322T0	498	251.682	0	0
PHYBL_102328T0	528	281.542	0	0
PHYBL_102330T0	522	275.562	0	0
PHYBL_102333T0	522	256.941	88.6598	4.66432
PHYBL_102335T0	207	41.2285	30	9.836
PHYBL_102363T0	516	269.585	5	0.250709
PHYBL_102373T0	441	195.542	1	0.0691282
PHYBL_102376T0	471	224.923	0	0
PHYBL_102385T0	237	47.9227	19	5.35929
PHYBL_102389T0	504	257.645	0	0
PHYBL_102406T0	489	242.766	885	49.2777
PHYBL_102412T0	273	61.8031	2.875	0.628815
PHYBL_102425T0	279	64.8075	0	0
PHYBL_102450T0	258	55.1358	0	0
PHYBL_102468T0	510	263.615	0	0
PHYBL_102474T0	513	269.689	94.5067	4.7369
PHYBL_102485T0	513	266.604	0	0
PHYBL_102486T0	531	277.364	79	3.8501
PHYBL_102505T0	411	166.865	483	39.1271
PHYBL_102509T0	492	245.71	2	0.110028
PHYBL_102534T0	492	245.71	0	0
PHYBL_102536T0	492	245.71	0	0
PHYBL_102563T0	363	123.616	216	23.6197
PHYBL_102585T0	396	152.97	248	21.9149
PHYBL_102599T0	390	147.476	357	32.7221
PHYBL_102610T0	414	169.704	5153	410.452
PHYBL_102618T0	306	80.4788	58	9.74185
PHYBL_102727T0	246	50.7204	145	38.6439
PHYBL_102741T0	312	84.41	266	42.5974
PHYBL_102763T0	393	150.188	97	8.73032
PHYBL_102790T0	432	186.862	251	18.1572
PHYBL_102826T0	495	248.71	1023	55.6003
PHYBL_102842T0	426	181.075	150	11.1977
PHYBL_102846T0	417	172.478	208	16.3014
PHYBL_102850T0	417	172.478	1358	106.429
PHYBL_102906T0	456	210.223	252	16.2038
PHYBL_102927T0	453	207.295	869	56.6666
PHYBL_102930T0	303	78.603	15	2.57957
PHYBL_102956T0	450	204.339	178	11.7751
PHYBL_102959T0	357	118.621	5848	666.411
PHYBL_102969T0	441	195.542	285	19.7015
PHYBL_102972T0	345	108.871	204	25.3286
PHYBL_102973T0	330	97.2451	2544	353.626
PHYBL_103057T0	408	164.077	286	23.5621
PHYBL_103082T0	363	123.616	199	21.7607
PHYBL_103098T0	180	38.2787	0	0
PHYBL_103143T0	435	189.735	106	7.55187
PHYBL_103163T0	384	141.996	81	7.71091
PHYBL_103175T0	372	131.353	59	6.07167
PHYBL_103204T0	312	84.41	425	68.0597
PHYBL_103224T0	447	201.414	195	13.087
PHYBL_103278T0	411	166.865	7788.77	630.957
PHYBL_103298T0	225	44.6897	111	33.5746
PHYBL_103343T0	351	113.724	6	0.713171
PHYBL_103357T0	393	150.188	296	26.641
PHYBL_103409T0	273	61.8031	66.125	14.4627
PHYBL_103436T0	255	53.9209	254	63.6754
PHYBL_103448T0	222	43.9282	49	15.0781
PHYBL_103465T0	231	46.1988	207	60.5668
PHYBL_103466T0	390	147.476	477	43.7211
PHYBL_103513T0	231	46.1988	327	95.678
PHYBL_10352T0	2781	2458.23	694	3.81621
PHYBL_103533T0	381	139.314	0	0
PHYBL_103546T0	387	144.73	0	0
PHYBL_103563T0	273	61.8031	0	0
PHYBL_103576T0	318	88.4752	3	0.458347
PHYBL_103652T0	282	66.3601	1260	256.66
PHYBL_103659T0	267	59.1402	17	3.88562
PHYBL_103666T0	189	38.8822	2101	730.415
PHYBL_103689T0	294	73.0829	399	73.7993
PHYBL_103690T0	294	73.0829	701	129.657
PHYBL_103691T0	288	69.7167	329	63.7903
PHYBL_103712T0	336	101.704	432	57.4172
PHYBL_103719T0	156	37.3552	0	0
PHYBL_103720T0	264	57.7511	728	170.399
PHYBL_103725T0	156	37.3552	0	0
PHYBL_103735T0	333	99.4759	826	112.243
PHYBL_103736T0	231	46.1988	52	15.2149
PHYBL_103743T0	177	37.9294	1502	535.29
PHYBL_103744T0	228	45.362	6	1.78795
PHYBL_103751T0	342	106.495	2	0.253862
