target_id	length	eff_length	est_counts	tpm
PHYBL_100201T0	759	562.344	269	4.64449
PHYBL_100217T0	519	269.644	0	0
PHYBL_100229T0	879	728.945	217	2.89037
PHYBL_100240T0	900	748.589	305	3.95589
PHYBL_100304T0	996	911.859	36	0.383321
PHYBL_100335T0	984	833.069	403	4.69691
PHYBL_100373T0	507	257.727	0	0
PHYBL_100399T0	753	579.082	9	0.150901
PHYBL_100400T0	825	617.649	122	1.91781
PHYBL_100404T0	897	782.539	278	3.44927
PHYBL_100411T0	858	655.195	121	1.79309
PHYBL_100427T0	819	613.374	552	8.73779
PHYBL_100442T0	819	649.765	9436	141
PHYBL_100445T0	903	689.102	30	0.422694
PHYBL_100497T0	876	717.983	1701	23.0027
PHYBL_100505T0	738	576.747	258	4.34332
PHYBL_100540T0	786	629.197	719	11.0951
PHYBL_100577T0	471	222.134	154	6.73122
PHYBL_100582T0	792	567.56	324	5.5427
PHYBL_100611T0	588	366.382	477	12.6407
PHYBL_100613T0	789	531.905	19	0.346823
PHYBL_100614T0	651	460.138	438	9.24218
PHYBL_100632T0	864	659.793	146	2.14849
PHYBL_100643T0	576	346.521	59	1.65314
PHYBL_100646T0	807	622.639	149	2.32347
PHYBL_100661T0	762	551.105	593	10.4474
PHYBL_100673T0	549	299.531	0	0
PHYBL_100690T0	831	644.751	278	4.1864
PHYBL_100694T0	543	322.212	296	8.91945
PHYBL_100719T0	714	519.427	193	3.60762
PHYBL_100772T0	639	455.329	147	3.13458
PHYBL_100837T0	732	563.096	200	3.44854
PHYBL_100857T0	741	491.297	0	0
PHYBL_100869T0	840	615.956	413	6.51011
PHYBL_100871T0	615	432.843	164	3.67876
PHYBL_100880T0	573	387.986	1109	27.7526
PHYBL_100882T0	792	633.772	118	1.80774
PHYBL_100883T0	792	660.677	722	10.6105
PHYBL_100890T0	639	448.316	192	4.1582
PHYBL_100895T0	639	429.687	181	4.08991
PHYBL_100923T0	531	322.643	135	4.06256
PHYBL_100991T0	756	506.187	30	0.575437
PHYBL_101010T0	564	312.261	41	1.27483
PHYBL_101025T0	756	538.895	105	1.89179
PHYBL_101035T0	654	428.696	99	2.2422
PHYBL_101037T0	720	534.44	192	3.48811
PHYBL_101073T0	795	644.144	106	1.59776
PHYBL_101082T0	528	292.697	196	6.50167
PHYBL_101092T0	576	374.731	1518	39.3314
PHYBL_101127T0	573	323.46	0	0
PHYBL_101129T0	468	270.058	50	1.79763
PHYBL_101143T0	216	39.2679	0	0
PHYBL_101207T0	570	332.299	280	8.1812
PHYBL_101235T0	570	323.109	130	3.90645
PHYBL_101239T0	669	478.583	209	4.24011
PHYBL_101252T0	642	416.815	121	2.81858
PHYBL_101260T0	714	532.087	237	4.32468
PHYBL_101264T0	156	31.5224	0	0
PHYBL_101272T0	588	365.608	31	0.823255
PHYBL_101274T0	720	478.903	2	0.0405481
PHYBL_101283T0	720	504.691	2.15708	0.0414982
PHYBL_101322T0	606	356.368	0	0
PHYBL_101372T0	591	371.484	330	8.62505
PHYBL_101383T0	594	379.017	164	4.2012
PHYBL_101399T0	588	370.799	119	3.11599
PHYBL_101433T0	663	455.497	469	9.99713
PHYBL_101503T0	696	478.657	65	1.31849
PHYBL_101513T0	642	418.294	938	21.7725
PHYBL_101552T0	675	507.368	545	10.4294
PHYBL_101640T0	648	435.228	359	8.00876
PHYBL_101648T0	390	144.417	81	5.44571
PHYBL_101790T0	648	550.116	353	6.23029
PHYBL_101810T0	603	384.324	848	21.4233
PHYBL_10188T0	3057	3303.91	257	0.755254
PHYBL_101903T0	549	327.625	6	0.177812
PHYBL_101906T0	477	228.047	299	12.7302
PHYBL_102003T0	504	254.752	0	0
PHYBL_102004T0	507	257.727	0	0
PHYBL_102018T0	492	242.873	0	0
PHYBL_102019T0	537	291.848	38	1.2642
PHYBL_102021T0	492	242.873	0	0
PHYBL_102024T0	537	308.073	14.3902	0.453526
PHYBL_102026T0	537	302.571	49.1425	1.57695
PHYBL_102041T0	519	283.255	1.92422	0.0659575
PHYBL_102049T0	531	281.589	0	0
PHYBL_102050T0	600	411.649	207	4.88238
PHYBL_102063T0	573	354.557	317	8.68084
PHYBL_102084T0	543	293.552	0	0
PHYBL_102089T0	540	348.431	7.65492	0.213311
PHYBL_102100T0	540	307.702	1.77178	0.0559071
PHYBL_102101T0	528	278.605	0	0
PHYBL_102109T0	540	290.569	0	0
PHYBL_102112T0	540	290.569	0	0
PHYBL_102113T0	540	290.569	0	0
PHYBL_102124T0	516	297.412	10	0.32646
PHYBL_102129T0	540	351.293	1.27296	0.035183
PHYBL_102132T0	540	290.569	0	0
PHYBL_102135T0	540	308.691	0.228224	0.00717835
PHYBL_102136T0	540	290.569	0	0
PHYBL_102152T0	540	290.569	0	0
PHYBL_102153T0	324	89.4009	0	0
PHYBL_102157T0	540	290.569	0	0
PHYBL_102160T0	540	355.427	91	2.48587
PHYBL_102164T0	540	290.569	0	0
PHYBL_102175T0	540	290.569	0	0
PHYBL_102179T0	540	290.569	0	0
PHYBL_102181T0	540	290.569	0	0
PHYBL_102185T0	501	251.788	0	0
PHYBL_102198T0	534	284.581	0	0
PHYBL_102202T0	531	321.738	1	0.0301777
PHYBL_102204T0	534	284.581	0	0
PHYBL_102215T0	498	248.817	0	0
PHYBL_102220T0	531	281.589	0	0
PHYBL_102221T0	531	318.722	1	0.0304632
PHYBL_102222T0	531	281.589	0	0
PHYBL_102225T0	531	336.944	35.9774	1.03672
PHYBL_102227T0	531	281.589	0	0
PHYBL_102236T0	531	334.019	6.02256	0.175065
PHYBL_102238T0	531	325.097	3.12773	0.0934125
PHYBL_102239T0	531	281.589	0	0
PHYBL_102250T0	531	281.589	0	0
PHYBL_102252T0	531	281.589	0	0
PHYBL_102253T0	531	281.589	0	0
PHYBL_102255T0	531	281.589	0	0
PHYBL_102272T0	531	281.589	0	0
PHYBL_102296T0	531	281.589	0	0
PHYBL_102304T0	531	311.32	2.02828	0.0632572
PHYBL_102309T0	528	278.605	0	0
PHYBL_102310T0	528	278.605	0	0
PHYBL_102311T0	528	320.996	46	1.39138
PHYBL_102312T0	528	307.311	4	0.126377
PHYBL_102313T0	513	263.682	0	0
PHYBL_102316T0	531	281.589	0	0
PHYBL_102318T0	528	278.605	0	0
PHYBL_102322T0	498	248.817	0	0
PHYBL_102328T0	528	278.605	0	0
PHYBL_102330T0	522	272.629	0	0
PHYBL_102333T0	522	298.043	63.844	2.07983
PHYBL_102335T0	207	37.5815	18	4.65036
PHYBL_102363T0	516	266.663	0	0
PHYBL_102373T0	441	192.703	0	0
PHYBL_102376T0	471	222.134	0	0
PHYBL_102385T0	237	44.3658	10	2.18847
PHYBL_102389T0	504	254.752	0	0
PHYBL_102406T0	489	262.093	174	6.44587
PHYBL_102412T0	273	58.2246	6.5122	1.08595
PHYBL_102425T0	279	61.289	0	0
PHYBL_102450T0	258	51.5604	0	0
PHYBL_102468T0	510	260.686	0	0
PHYBL_102474T0	513	303.243	30	0.960548
PHYBL_102485T0	513	263.682	0	0
PHYBL_102486T0	531	326.139	20	0.595409
PHYBL_102505T0	411	163.922	257	15.2224
PHYBL_102509T0	492	265.68	4	0.14618
PHYBL_102534T0	492	242.873	0	0
PHYBL_102536T0	492	242.873	0	0
PHYBL_102563T0	363	120.532	207	16.6746
PHYBL_102585T0	396	149.972	73	4.72608
PHYBL_102599T0	390	144.417	93	6.25248
PHYBL_102610T0	414	166.72	6768	394.15
PHYBL_102618T0	306	76.9569	88	11.1026
PHYBL_102727T0	246	47.1148	54	11.1282
PHYBL_102741T0	312	81.085	196	23.4695
PHYBL_102763T0	393	147.186	86	5.6731
PHYBL_102790T0	432	183.957	195	10.2922
PHYBL_102826T0	495	272.561	1374	48.9453
PHYBL_102842T0	426	178.178	45	2.45215
PHYBL_102846T0	417	169.584	32	1.83212
PHYBL_102850T0	417	169.584	350	20.0388
PHYBL_102906T0	456	254.063	95	3.63053
PHYBL_102927T0	453	204.43	475	22.5599
PHYBL_102930T0	303	75.0887	15	1.93957
PHYBL_102956T0	450	201.497	37	1.78288
PHYBL_102959T0	357	115.464	1597	134.29
PHYBL_102969T0	441	192.703	151	7.6081
PHYBL_102972T0	345	105.617	65	5.9754
