target_id	length	eff_length	est_counts	tpm
PHYBL_100201T0	759	478.484	529	9.1214
PHYBL_100217T0	519	261.4	0	0
PHYBL_100229T0	879	636.218	414	5.36869
PHYBL_100240T0	900	644.239	572	7.32524
PHYBL_100304T0	996	782.341	109	1.14949
PHYBL_100335T0	984	729.322	533	6.0295
PHYBL_100373T0	507	249.491	0	0
PHYBL_100399T0	753	515.375	34	0.544288
PHYBL_100400T0	825	549.895	168	2.52059
PHYBL_100404T0	897	690.668	2047	24.4524
PHYBL_100411T0	858	563.892	180	2.6336
PHYBL_100427T0	819	538.349	131	2.00762
PHYBL_100442T0	819	548.158	113	1.70077
PHYBL_100445T0	903	598.791	36	0.496022
PHYBL_100497T0	876	640.062	1008	12.9931
PHYBL_100505T0	738	495.439	461	7.67686
PHYBL_100540T0	786	537.991	2453	37.618
PHYBL_100577T0	471	213.933	537	20.7095
PHYBL_100582T0	792	505.677	1064	17.3597
PHYBL_100611T0	588	333.026	1042	25.8144
PHYBL_100613T0	789	472.753	39	0.680618
PHYBL_100614T0	651	392.079	1222	25.7141
PHYBL_100632T0	864	557.692	316	4.67484
PHYBL_100643T0	576	302.711	168	4.57883
PHYBL_100646T0	807	536.911	485	7.45269
PHYBL_100661T0	762	478.339	407	7.01991
PHYBL_100673T0	549	291.252	0	0
PHYBL_100690T0	831	577.084	844	12.0664
PHYBL_100694T0	543	278.233	229	6.79048
PHYBL_100719T0	714	445.136	430	7.96982
PHYBL_100772T0	639	387.802	129	2.74443
PHYBL_100837T0	732	507.887	391	6.3516
PHYBL_100857T0	741	483.096	0	0
PHYBL_100869T0	840	536.551	1119	17.2065
PHYBL_100871T0	615	377.91	830	18.1202
PHYBL_100880T0	573	334.703	2857	70.4245
PHYBL_100882T0	792	540.589	379	5.78423
PHYBL_100883T0	792	567.607	2364	34.3615
PHYBL_100890T0	639	391.802	450	9.47587
PHYBL_100895T0	639	365.973	460	10.3701
PHYBL_100923T0	531	275.816	182	5.44409
PHYBL_100991T0	756	451.286	127	2.3218
PHYBL_101010T0	564	283.042	88	2.5651
PHYBL_101025T0	756	478.141	175	3.01964
PHYBL_101035T0	654	360.946	262	5.9887
PHYBL_101037T0	720	462.103	761	13.5869
PHYBL_101073T0	795	526.833	117	1.83226
PHYBL_101082T0	528	270.346	551	16.8153
PHYBL_101092T0	576	303.212	1040	28.2983
PHYBL_101127T0	573	315.216	0	0
PHYBL_101129T0	468	210.984	205	8.01638
PHYBL_101143T0	216	36.5089	0	0
PHYBL_101207T0	570	296.421	1126	31.3403
PHYBL_101235T0	570	289.354	412	11.7474
PHYBL_101239T0	669	404.21	515	10.5117
PHYBL_101252T0	642	372.096	208	4.61192
PHYBL_101260T0	714	455.471	366	6.62969
PHYBL_101264T0	156	35.5701	0	0
PHYBL_101272T0	588	331.917	244	6.06504
PHYBL_101274T0	720	414.64	2	0.0397954
PHYBL_101283T0	720	421.829	9.66345	0.189003
PHYBL_101322T0	606	348.151	0	0
PHYBL_101372T0	591	321.596	670	17.1885
PHYBL_101383T0	594	328.523	199	4.99759
PHYBL_101399T0	588	329.998	273	6.82534
PHYBL_101433T0	663	394.186	1092	22.8557
PHYBL_101503T0	696	419.043	376	7.40292
PHYBL_101513T0	642	358.605	4061	93.4307
PHYBL_101552T0	675	439.678	1486	27.8842
PHYBL_101640T0	648	370.74	823	18.3149
PHYBL_101648T0	390	136.681	96	5.79479
PHYBL_101790T0	648	469.614	644	11.314
PHYBL_101810T0	603	333.909	977	24.1401
PHYBL_10188T0	3057	2919.79	1013	2.86241
PHYBL_101903T0	549	283.508	113	3.28841
PHYBL_101906T0	477	219.828	491	18.4277
PHYBL_102003T0	504	246.511	0	0
PHYBL_102004T0	507	249.491	0	0
PHYBL_102018T0	492	234.645	6.86798	0.241485
PHYBL_102019T0	537	279.275	103	3.04284
PHYBL_102021T0	492	234.645	6.86798	0.241485
PHYBL_102024T0	537	274.07	19.6981	0.592974
PHYBL_102026T0	537	273.371	0	0
PHYBL_102041T0	519	261.4	15.0715	0.475691
PHYBL_102049T0	531	273.341	0	0
PHYBL_102050T0	600	340.498	307	7.43871
PHYBL_102063T0	573	308.365	591	15.8123
PHYBL_102084T0	543	285.264	0	0
PHYBL_102089T0	540	301.286	16.4528	0.45054
PHYBL_102100T0	540	261.088	0.890283	0.0281329
PHYBL_102101T0	528	270.346	0	0
PHYBL_102109T0	540	282.269	0	0
PHYBL_102112T0	540	282.269	0	0
PHYBL_102113T0	540	282.269	0	0
PHYBL_102124T0	516	260.065	25	0.793106
PHYBL_102129T0	540	304.976	21.4462	0.580174
PHYBL_102132T0	540	282.269	0	0
PHYBL_102135T0	540	262.093	0.109717	0.00345375
PHYBL_102136T0	540	282.269	0	0
PHYBL_102152T0	540	282.269	0	0
PHYBL_102153T0	324	82.6856	0	0
PHYBL_102157T0	540	282.269	0	0
PHYBL_102160T0	540	308.618	80	2.13866
PHYBL_102164T0	540	282.269	0	0
PHYBL_102175T0	540	282.269	0	0
PHYBL_102179T0	540	282.269	0	0
PHYBL_102181T0	540	263.891	1.73944	0.0543825
PHYBL_102185T0	501	243.531	0	0
PHYBL_102198T0	534	276.286	0	0
PHYBL_102202T0	531	273.341	0	0
PHYBL_102204T0	534	276.286	0	0
PHYBL_102215T0	498	240.545	0	0
PHYBL_102220T0	531	273.341	0	0
PHYBL_102221T0	531	271.436	12.0761	0.367058
PHYBL_102222T0	531	273.341	0	0
PHYBL_102225T0	531	293.92	136.831	3.84087
PHYBL_102227T0	531	273.341	0	0
PHYBL_102236T0	531	293.208	15.9083	0.447633
PHYBL_102238T0	531	274.344	21.8205	0.65621
PHYBL_102239T0	531	273.341	0	0
PHYBL_102250T0	531	273.341	0	0
PHYBL_102252T0	531	273.341	0	0
PHYBL_102253T0	531	273.341	0	0
PHYBL_102255T0	531	273.341	0	0
PHYBL_102272T0	531	273.341	0	0
PHYBL_102296T0	531	273.341	0	0
PHYBL_102304T0	531	273.341	0	0
PHYBL_102309T0	528	270.346	0	0
PHYBL_102310T0	528	270.346	0	0
PHYBL_102311T0	528	275.927	113	3.37877
PHYBL_102312T0	528	271.993	21	0.636994
PHYBL_102313T0	513	255.446	0	0
PHYBL_102316T0	531	273.341	0	0
PHYBL_102318T0	528	270.346	0	0
PHYBL_102322T0	498	240.545	0	0
PHYBL_102328T0	528	270.346	0	0
PHYBL_102330T0	522	264.378	0	0
PHYBL_102333T0	522	259.397	122.316	3.89038
PHYBL_102335T0	207	35.6708	5	1.15646
PHYBL_102363T0	516	258.4	0	0
PHYBL_102373T0	441	184.567	0	0
PHYBL_102376T0	471	213.933	0	0
PHYBL_102385T0	237	40.5163	42	8.5525
PHYBL_102389T0	504	246.511	0	0
PHYBL_102406T0	489	231.697	910	32.4037
PHYBL_102412T0	273	53.0846	24.4301	3.7969
PHYBL_102425T0	279	56.0086	0	0
PHYBL_102450T0	258	46.9824	0	0
PHYBL_102468T0	510	252.481	0	0
PHYBL_102474T0	513	272.765	134.261	4.061
PHYBL_102485T0	513	255.446	0	0
PHYBL_102486T0	531	271.67	62	1.88288
PHYBL_102505T0	411	156.022	550	29.0837
PHYBL_102509T0	492	234.645	43	1.51192
PHYBL_102534T0	492	234.645	0	0
PHYBL_102536T0	492	234.645	0	0
PHYBL_102563T0	363	112.824	260	19.0127
PHYBL_102585T0	396	142.188	217	12.5913
PHYBL_102599T0	390	136.681	316	19.0745
PHYBL_102610T0	414	158.793	6336	329.198
PHYBL_102618T0	306	70.7109	103	12.0178
PHYBL_102727T0	246	42.9846	116	22.2648
PHYBL_102741T0	312	74.5738	69	7.63371
PHYBL_102763T0	393	139.424	35	2.07112
PHYBL_102790T0	432	175.907	357	16.7439
PHYBL_102826T0	495	237.608	549	19.0627
PHYBL_102842T0	426	170.152	186	9.01883
PHYBL_102846T0	417	161.628	43	2.19495
PHYBL_102850T0	417	161.628	1001	51.0964
PHYBL_102906T0	456	199.193	214	8.86365
PHYBL_102927T0	453	196.292	889	37.3656
PHYBL_102930T0	303	68.905	25	2.99339
PHYBL_102956T0	450	193.359	112	4.7789
PHYBL_102959T0	357	107.781	3600	275.572
PHYBL_102969T0	441	184.567	382	17.0759
PHYBL_102972T0	345	98.2037	171	14.3662
PHYBL_102973T0	330	86.91	3010	285.739
PHYBL_103057T0	408	153.239	266	14.3214
PHYBL_103082T0	363	112.824	123	8.99449
PHYBL_103098T0	180	36.2244	0	0
PHYBL_103143T0	435	178.797	105	4.8451
PHYBL_103163T0	384	131.31	115	7.22558
PHYBL_103175T0	372	120.671	243	16.6141
PHYBL_103204T0	312	74.5738	611	67.5971
PHYBL_103224T0	447	190.424	285	12.348
PHYBL_103278T0	411	156.022	12174.1	643.756
PHYBL_103298T0	225	37.7204	94	20.5601
PHYBL_103343T0	351	103.028	4	0.320316
PHYBL_103357T0	393	139.424	291	17.2199
PHYBL_103409T0	273	53.0846	259.57	40.3421
PHYBL_103436T0	255	45.9671	179	32.1277
PHYBL_103448T0	222	37.3423	91	20.1054
PHYBL_103465T0	231	38.9522	60	12.7085
PHYBL_103466T0	390	136.681	968	58.4308
PHYBL_103513T0	231	38.9522	267	56.5526
PHYBL_10352T0	2781	2521.84	555	1.81572
PHYBL_103533T0	381	128.656	0	0
PHYBL_103546T0	387	134.019	0	0
PHYBL_103563T0	273	53.0846	0	0
PHYBL_103576T0	318	78.5533	17	1.78549
PHYBL_103652T0	282	57.4213	1093	157.044
PHYBL_103659T0	267	50.5314	140	22.8581
PHYBL_103666T0	189	35.7892	2632	606.747
PHYBL_103689T0	294	63.7198	1523	197.196
PHYBL_103690T0	294	63.7198	578	74.8387
PHYBL_103691T0	288	60.4494	623	85.0294
PHYBL_103712T0	336	91.2345	636	57.5137
PHYBL_103719T0	156	35.5701	0	0
PHYBL_103720T0	264	49.2215	632	105.934
PHYBL_103725T0	156	35.5701	0	0
PHYBL_103735T0	333	89.0819	560	51.8647
PHYBL_103736T0	231	38.9522	56	11.8612
PHYBL_103743T0	177	36.2689	1654	376.248
PHYBL_103744T0	228	38.2718	88	18.9704
PHYBL_103751T0	342	95.8209	5	0.43051
PHYBL_103752T0	255	45.9671	1420	254.868
PHYBL_103777T0	297	65.4521	366	46.135
PHYBL_103796T0	273	53.0846	425	66.0531
PHYBL_103830T0	216	36.5089	222	50.1681
PHYBL_103841T0	192	35.8326	492	113.282
PHYBL_103870T0	291	62.0611	8	1.06352
PHYBL_103888T0	189	35.7892	217	50.0244
PHYBL_103899T0	231	38.9522	68	14.4029
PHYBL_103911T0	222	37.3423	108	23.8614
PHYBL_103959T0	204	35.6279	856	198.224
PHYBL_103966T0	171	36.6326	109	24.5489
PHYBL_103967T0	174	36.4538	105	23.764
PHYBL_103986T0	291	62.0611	254	33.7666
PHYBL_103987T0	297	65.4521	502	63.2781
PHYBL_103993T0	279	56.0086	35	5.15569
PHYBL_103994T0	282	57.4213	127	18.2475
PHYBL_104004T0	273	53.0846	32	4.97341
PHYBL_104006T0	282	57.4213	260	37.3571
PHYBL_104010T0	291	62.0611	242	32.1714
PHYBL_104017T0	282	57.4213	55	7.90247
PHYBL_104018T0	282	57.4213	8	1.14945
PHYBL_104036T0	252	44.8245	430	79.1455
PHYBL_104066T0	180	36.2244	98	22.3202
PHYBL_104067T0	210	35.9248	264	60.6293
PHYBL_104073T0	192	35.8326	163	37.5304
PHYBL_104075T0	231	38.9522	41	8.68411
PHYBL_104084T0	186	35.9894	13	2.98018
PHYBL_104085T0	150	35.2146	213	49.9035
PHYBL_104138T0	183	36.2312	43	9.79172
PHYBL_104139T0	240	41.0685	970	194.866
PHYBL_104141T0	228	38.2718	293	63.1629
PHYBL_104159T0	240	41.0685	296	59.4643
PHYBL_104182T0	204	35.6279	20	4.6314
PHYBL_104193T0	231	38.9522	6	1.27085
PHYBL_104195T0	225	37.7204	251	54.8997
PHYBL_104196T0	219	36.8243	427	95.668
PHYBL_104200T0	219	36.8243	992	222.254
PHYBL_104212T0	150	35.2146	0	0
PHYBL_104215T0	156	35.5701	2	0.463894
PHYBL_104241T0	210	35.9248	398	91.4032
PHYBL_104245T0	216	36.5089	310	70.0545
PHYBL_104250T0	195	35.8959	13	2.98794
PHYBL_104251T0	216	36.5089	67	15.1408
PHYBL_104253T0	177	36.2689	90	20.473
PHYBL_104254T0	177	36.2689	78	17.7433
PHYBL_104260T0	171	36.6326	177	39.8638
PHYBL_104330T0	159	35.6078	50	11.5851
PHYBL_104331T0	156	35.5701	119	27.6017
PHYBL_104333T0	156	35.5701	763	176.975
PHYBL_104334T0	156	35.5701	365	84.6606
PHYBL_104335T0	159	35.6078	143	33.1332
PHYBL_104342T0	156	35.5701	254	58.9145
PHYBL_104343T0	156	35.5701	301	69.816
PHYBL_104416T0	1233	939.697	1010	8.86761
PHYBL_104436T0	1332	1092.31	230	1.73722
PHYBL_104438T0	528	267.573	427	13.1661
PHYBL_104459T0	261	48.1087	0	0
PHYBL_104465T0	1797	1476.9	635	3.54728
PHYBL_104483T0	4110	3786.79	1190	2.59268
PHYBL_104504T0	609	327.667	213	5.36315
PHYBL_104565T0	1053	785.942	60	0.629846
PHYBL_104584T0	327	84.6941	312	30.3931
PHYBL_104605T0	729	471.096	0	0
PHYBL_10461T0	2058	1737.95	1567	7.43884
PHYBL_104637T0	333	89.0819	275	25.4693
PHYBL_104644T0	471	213.933	604	23.2934
PHYBL_104648T0	459	202.149	0	0
PHYBL_104653T0	933	631.135	70	0.915059
PHYBL_104663T0	237	40.5163	72.5045	14.7642
PHYBL_104666T0	849	571.736	1476	21.2992
PHYBL_104671T0	957	667.355	41	0.506874
PHYBL_104675T0	1227	944.53	584	5.10117
PHYBL_104703T0	2691	2487.44	1268	4.20571
PHYBL_104704T0	429	173.044	10482	499.758
PHYBL_104709T0	1146	857.23	594	5.71692
PHYBL_104733T0	327	84.6941	0	0
PHYBL_104739T0	1488	1155.05	501	3.57857
PHYBL_104792T0	924	668.3	1192	14.7156
PHYBL_104815T0	2145	1879.85	1507	6.61397
PHYBL_104822T0	834	521.447	1639	25.9324
PHYBL_104869T0	1767	1485.65	357	1.98256
PHYBL_104922T0	960	625.28	184	2.42782
PHYBL_104926T0	1143	839.922	193	1.8958
PHYBL_104946T0	3189	2931.48	4692	13.2052
PHYBL_104965T0	1437	1181.18	171	1.19441
PHYBL_104968T0	2040	1914.42	3307	14.2519
PHYBL_104999T0	486	228.757	35	1.26232
PHYBL_105004T0	321	80.6419	1940	198.479
PHYBL_105006T0	447	190.424	0	0
PHYBL_105026T0	504	246.511	338	11.3124
PHYBL_105035T0	1479	1189.18	346	2.4005
PHYBL_105039T0	717	436.999	99	1.86908
PHYBL_105042T0	1152	851.526	589	5.70677
PHYBL_105061T0	1164	873.507	1006	9.50178
PHYBL_105069T0	501	243.531	3043	103.091
PHYBL_105105T0	198	35.6397	516	119.451
PHYBL_105117T0	2214	2144.93	3277	12.6048
PHYBL_105123T0	432	175.907	0	0
PHYBL_105125T0	1386	1106.34	1281	9.55289
PHYBL_105183T0	1110	796.685	187	1.93655
PHYBL_105231T0	2094	1683.74	512	2.50881
PHYBL_105239T0	1200	945.63	502	4.37982
PHYBL_105245T0	816	568.785	2439	35.3783
PHYBL_105249T0	354	105.328	0	0
PHYBL_105265T0	303	68.905	849	101.655
PHYBL_105303T0	636	366.218	834	18.7888
PHYBL_105311T0	969	662.886	409	5.09047
PHYBL_105314T0	5088	4674.16	2385	4.20977
PHYBL_105322T0	4026	3741.28	1215.09	2.67956
PHYBL_105323T0	174	36.4538	279	63.1444
PHYBL_105329T0	684	426.105	0	0
PHYBL_105376T0	1437	1177.22	1353	9.48227
PHYBL_105399T0	984	729.759	7548	85.3347
PHYBL_105401T0	309	72.5662	0	0
PHYBL_105407T0	303	68.905	790	94.591
PHYBL_105409T0	1269	951.962	1300	11.2667
PHYBL_105433T0	1869	1603.69	231	1.1884
PHYBL_105457T0	1281	931.922	1	0.00885306
PHYBL_105543T0	558	275.072	732	21.9552
PHYBL_105554T0	1149	890.486	990	9.17237
PHYBL_105609T0	972	705.962	229	2.67626
PHYBL_105618T0	297	65.4521	1181.42	148.92
PHYBL_105635T0	174	36.4538	478	108.183
PHYBL_105670T0	1212	919.796	1356	12.163
PHYBL_105673T0	2103	1923.56	6108	26.1979
PHYBL_105691T0	2349	1929.45	401	1.71468
PHYBL_105693T0	1494	1215.64	514	3.48843
PHYBL_105705T0	192	35.8326	1287	296.329
PHYBL_105709T0	645	358.527	94	2.16311
PHYBL_105717T0	606	332.009	667	16.5748
PHYBL_105726T0	450	193.359	608	25.9426
PHYBL_105731T0	4059	3678.03	1702	3.81783
PHYBL_105744T0	2967	2858.58	3317	9.57344
PHYBL_105799T0	717	441.176	30	0.561026
PHYBL_105809T0	1284	940.569	433	3.79814
PHYBL_105827T0	1632	1393.11	1689	10.0027
PHYBL_105865T0	309	72.5662	297	33.7672
PHYBL_105884T0	540	277.808	364	10.8101
PHYBL_105894T0	3162	2905.72	1512	4.2931
PHYBL_105943T0	603	352.168	287	6.72365
PHYBL_105951T0	2034	1794.85	6171	28.3662
PHYBL_105970T0	1056	852.847	1450	14.0272
PHYBL_106010T0	2541	2212.47	1939	7.23058
PHYBL_106019T0	228	38.2718	195	42.0367
PHYBL_106023T0	762	501.457	687	11.3031
PHYBL_106032T0	1263	1009.16	54	0.441478
PHYBL_106034T0	1212	961.551	286	2.45396
PHYBL_106045T0	1566	1398.65	3485	20.5574
PHYBL_106058T0	327	84.6941	726	70.7224
PHYBL_106131T0	1050	778.96	1588	16.8193
PHYBL_10626T0	1923	1615.72	993	5.07058
PHYBL_106288T0	573	294.105	132	3.70292
PHYBL_106306T0	351	103.028	77	6.16608
PHYBL_106313T0	873	661.741	686	8.55282
PHYBL_106324T0	1056	773.959	29	0.309139
PHYBL_106355T0	918	660.05	0	0
PHYBL_106356T0	1080	791.922	2893	30.1397
PHYBL_106384T0	1050	757.431	834	9.0844
PHYBL_1063T0	1341	1134.34	777	5.65133
PHYBL_106408T0	1326	986.831	487	4.07155
PHYBL_106472T0	732	414.071	271	5.39967
PHYBL_106479T0	3618	3395.88	2946	7.15738
PHYBL_106496T0	855	599.784	989	13.6043
PHYBL_106531T0	1605	1353.23	6	0.0365807
PHYBL_106564T0	2322	1920.95	949	4.0759
PHYBL_106612T0	915	692.413	1884	22.4486
PHYBL_106623T0	237	40.5163	6407	1304.66
PHYBL_106646T0	981	788.171	758	7.93455
PHYBL_106709T0	576	324.628	1470	37.3598
PHYBL_106719T0	2274	1988.06	100	0.414997
PHYBL_106749T0	537	279.275	0	0
PHYBL_106758T0	1071	811.204	2445	24.8669
PHYBL_106795T0	261	48.1087	42	7.20276
PHYBL_106810T0	537	268.929	227	6.96403
PHYBL_106835T0	843	574.166	1087	15.6194
PHYBL_106839T0	879	585.099	2011	28.3567
PHYBL_106870T0	351	103.028	406	32.5121
PHYBL_106900T0	666	449.342	390	7.16078
PHYBL_106919T0	2187	2048.51	4065	16.3717
PHYBL_106940T0	1023	739.375	241	2.68922
PHYBL_106941T0	1434	1070.84	1818	14.0069
PHYBL_106945T0	864	561.13	0.023347	0.000343275
PHYBL_106954T0	906	620.539	163	2.16716
PHYBL_106968T0	225	37.7204	1573	344.053
PHYBL_107014T0	681	399.163	1270	26.2498
PHYBL_107019T0	549	277.779	1335	39.6511
PHYBL_107057T0	744	469.625	73	1.28246
PHYBL_107085T0	792	581.898	6109	86.6157
PHYBL_107093T0	996	719.848	10412	119.335
PHYBL_107113T0	1167	842.891	253	2.47641
PHYBL_107123T0	1812	1548.12	539	2.87248
